"","country","title","date","keywords_found","keywords_count","count_Common_Prosperity","count_Taiwan","count_Hong_Kong","count_Taiwan_independence","count_great_rejuvenation_of_the_Chinese_nation","count_Ukraine","count_NATO","count_reunification","count_South_China_Sea","count_Xinjiang","count_India","count_Peaceful_Reunification","count_one_china_principle","count_Tibet","count_Chinese_Dream","count_Community_of_Common_Destiny","count_Crimea","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","X.31","X.32","X.33","X.34","X.35","X.36","X.37","X.38","X.39","X.40","X.41","X.42","X.43","X.44","X.45","X.46","X.47","X.48","X.49","X.50","X.51","X.52","X.53","X.54","X.55","X.56","X.57","X.58","X.59","X.60","X.61","X.62","X.63","X.64","X.65","X.66","X.67","X.68","X.69","X.70","X.71","X.72","X.73","X.74","X.75","X.76","X.77","X.78","X.79","X.80","X.81","X.82","X.83","X.84","X.85","X.86","X.87","X.88","X.89","X.90","X.91","X.92","X.93","X.94","X.95","X.96","X.97","X.98","X.99","X.100","X.101","X.102","X.103","X.104","X.105","X.106","X.107","X.108","X.109","X.110","X.111","X.112","X.113","X.114","X.115","X.116","X.117","X.118","X.119","X.120","X.121","X.122","X.123","X.124","X.125","X.126","X.127","X.128"
"82","China","Self-Confidence and Self-Reliance, Openness and Inclusiveness, Fairness and Justice, and Win-Win Cooperation","1/9/2024 23:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","China","iding role of the head-of-state diplomacy"," ensure the success of the international events China is going to host"," the Boao Forum for Asia conference"," the China International Import Expo and the Forum on Global Action for Shared Development"," and demonstrate the distinctive style of major-country diplomacy with Chinese characteristics. We will address both the domestic and international imperatives"," firmly safeguard our country’s sovereignty"," security and development interests"," and strive for a favorable external environment for domestic efforts of fostering a new development paradigm and achieving high-quality development. We will stand up on major issues bearing on the solidarity"," cooperation and legitimate rights of developing countries"," and take a clear stand on crucial issues concerning the future of humanity and the direction of world development. Upholding justice"," we will stay firmly on the right track of history. We will always commit to openness and inclusiveness"," and consolidate and expand our global network of partnerships. We will follow through on the common understandings reached at the China-U.S. presidential meeting in San Francisco"," and explore the right way for the two major countries to get along with each other. We will deepen the strategic mutual trust and mutually beneficial cooperation between China and Russia"," and solidify our comprehensive strategic partnership of coordination for a new era. We will increase high-level exchanges and strategic communication with Europe to enable our relations to grow steadily and go a long way. We will enhance friendship"," mutual trust and convergence of interests with neighboring countries according to the principle of amity"," sincerity"," mutual benefit and inclusiveness and the policy of forging friendship and partnership in our neighborhood. We will follow the principle of sincerity"," real results"," amity and good faith and the principle of pursuing the greater good and shared interests when forging ahead hand-in-hand with fellow developing countries and pursuing common revitalization in unity with BRICS countries. We will take the 70th anniversary of the initiation of the Five Principles of Peaceful Coexistence as an opportunity to promote a new type of international relations. We will actively implement the GCI"," and advocate the common values of humanity. We will promote exchanges and mutual learning among civilizations"," increase understanding and friendship among people of all countries"," and join forces for the progress of human civilization. We will always commit to fairness and justice"," and promote an equal and orderly multipolar world. We will practice true multilateralism and advance democracy in international relations. All countries"," regardless of their size"," should be treated as equals. Each and every country should have its place in the global multipolar system and can play its due role. All countries must uphold the purposes and principles of the U.N. Charter"," jointly defend the universally recognized norms governing international relations"," and jointly participate in the reform and development of the global governance system. We will fully implement the GSI"," uphold fairness and justice"," actively promote talks for peace"," and play a constructive part in resolving the Palestinian-Israeli conflict"," the Ukraine crisis and other global and regional hotspots. We will put forward more Chinese proposals"," contribute more Chinese wisdom"," and provide more public goods that serve the interest of world peace and development. We will always commit to win-win cooperation"," and actively advance a universally beneficial and inclusive economic globalization. We will firmly oppose all forms of unilateralism"," protectionism and de-globalization"," continue to promote trade and investment liberalization and facilitation"," redouble efforts to overcome the structural problems hindering the healthy development of the world economy"," and keep the global industrial and supply chains stable and unimpeded. We will advance the implementation of the GDI"," scale up input in global development cooperation"," and help fellow developing countries build capacity for self-generated development. We will jointly make the “pie” of economic globalization bigger and share it fairly"," and pursue more adequate and balanced development. We will work for an economic globalization that is more open"," inclusive"," balanced and beneficial to all"," so that people in all countries can embark on the path toward modernization together. We will fully deliver the outcomes of the Third Belt and Road Forum for International Cooperation"," enhance the quality and expand the scope of cooperation"," and start a new stage of high-quality Belt and Road cooperation. We will always work to provide new opportunities for the world with China’s new development. Dear Friends"," The future of humanity is bright"," yet the road leading to this bright future is tortuous. To jointly build a community with a shared future for mankind"," we need confidence and resolve"," and we must have a vision and be broadminded; more importantly"," we need to take actions and shoulder responsibilities. Under the leadership of the CPC Central Committee with Comrade Xi Jinping at its core"," the diplomatic service will continue to pursue China’s development in the broader context of world development"," and advance the interests of the Chinese people while bearing in mind the interests of other people. Acting with vision and greater enterprise"," we will work together with all countries to shoulder the responsibilities of our times"," jointly rise to the challenges"," and usher in an even better and brighter future for our world.""","[""Taiwan"", ""Ukraine"", ""Taiwan independence"", ""reunification""]","6","0","1","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","China","Renewing Traditional Friendship and Embarking on a New Journey to Build a China-Viet Nam Community with a Shared Future","12/13/2023 20:25","[""Hong Kong""]","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","China","Building a China-Viet Nam Community with a Shared FutureThat Carries Strategic SignificanceAnd Writing Together a New Chapter in Our Modernization Drive","12/12/2023 7:14","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","China","Pursuing a Country-Specific Path to Human Rights AdvancementAnd Jointly Promoting Worldwide Progress in Human Rights","12/5/2023 18:20","[""Xinjiang""]","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","China","Working Toward a Ceasefire and Realizing Lasting Peace and Sustainable Security","11/21/2023 22:26","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","China","Steering the Wheel of China-U.S. Relations and Piloting Asia-Pacific Cooperation- Member of the Political Bureau of the CPC Central Committee and Foreign Minister Wang Yi Talks About President Xi Jinping's Visit to the United States for the China-U.S. Summit Meeting and the 30th APEC Economic Leaders' Meeting","11/18/2023 22:29","[""Taiwan"", ""NATO"", ""Peaceful Reunification"", ""Taiwan independence"", ""reunification""]","8","0","4","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","China","Staying True to APEC Founding Mission And Enhancing Unity and Cooperation To Jointly Promote High-Quality Growth in the Asia-Pacific","11/18/2023 11:23","[""NATO""]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","China","Meeting Challenges with Unity of PurposeTo Write a New Chapter for Asia-Pacific Cooperation","11/17/2023 8:30","[""NATO""]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","China","Galvanizing Our Peoples into a Strong ForceFor the Cause of China-U.S. Friendship","11/16/2023 15:22","[""NATO"", ""Common Prosperity"", ""great rejuvenation of the Chinese nation""]","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","China","Wang Yi Speaks to the Press about the Summit Meeting Between Chinese and U.S. Presidents in San Francisco","11/16/2023 14:05","[""Taiwan"", ""Ukraine"", ""NATO"", ""Peaceful Reunification"", ""Taiwan independence"", ""reunification""]","7","0","3","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","China","Working Together to Make Our Oceans a Peaceful, Tranquil, Clean and Beautiful Home with Fairness, Justice and Prosperity","11/8/2023 11:10","[""South China Sea""]","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","China","Speech by Chinese Premier Li Qiang at SCO meeting","10/26/2023 23:25","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","China","Remarks by H.E. Wang Yi at the Press Conference of the Third Belt and Road Forum for International Cooperation","10/19/2023 23:00","[""NATO""]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","China","Building an Open, Inclusive and Interconnected WorldFor Common Development","10/18/2023 12:42","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","China","Toast by H.E. Xi Jinping President of the People’s Republic of China At the Welcoming Banquet Of the Third Belt and Road Forum for International Cooperation","10/17/2023 23:32","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","China","Promoting the Harmony of Humans and Nature and Jointly Advancing Cooperation on Regional Development","10/5/2023 18:34","[""India"", ""great rejuvenation of the Chinese nation""]","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","China","Remarks by H.E. Xi Jinping President of the People’s Republic of China at the Welcoming Banquet of the Opening Ceremony of the 19th Asian Games Hangzhou","9/23/2023 14:40","[""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","China","Build a Community with a Shared Future for Mankind and Jointly Deliver a Brighter Future for the World","9/22/2023 22:35","[""Taiwan"", ""Ukraine"", ""Common Prosperity"", ""Peaceful Reunification"", ""great rejuvenation of the Chinese nation"", ""reunification""]","8","1","1","0","0","1","2","0","2","0","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","China","Full text: Remarks by Li Xi at Summit of the Group of 77 and China","9/16/2023 11:59","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","China","Speech by H.E. Li QiangPremier of the State Council of the People’s Republic of ChinaAt the 26th ASEAN Plus China, Japan, ROK Summit","9/7/2023 22:15","[""Hong Kong""]","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","China","Speech by H.E. Li QiangPremier of the State Council of the People’s Republic of ChinaAt the 26th China-ASEAN Summit","9/7/2023 22:07","[""Hong Kong"", ""South China Sea""]","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","China","Joining Hands to Advance Modernization and Create a Great Future for China and Africa","8/25/2023 8:57","[""great rejuvenation of the Chinese nation""]","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","China","Hand in Hand Toward a Community of Shared Development","8/24/2023 19:30","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","China","Seeking Development Through Solidarity and Cooperation and Shouldering Our Responsibility for Peace","8/23/2023 21:29","[""Ukraine""]","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","China","Enhancing Solidarity and Cooperation to Overcome Risks and Challenges and Jointly Build a Better World","8/23/2023 8:50","[""Common Prosperity"", ""great rejuvenation of the Chinese nation""]","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","China","Full text of Xi's signed article on S. African media","8/21/2023 15:44","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","China","Strengthen Solidarity and Coordination and Pursue Common Development in Asia","8/17/2023 23:55","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","China","Staying True to Our Founding Mission and Advancing Unity and Coordination to Realize Greater Development","7/4/2023 20:35","[""India"", ""Common Prosperity""]","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","China","Congratulatory MessageFrom State Councilor and Foreign Minister Qin Gang To the Jakarta Forum on ASEAN-China Relations: Commemorating The 20th Anniversary of China’s Accession to the Treaty of Amity And Cooperation in Southeast Asia","6/22/2023 11:15","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","China","When Brothers Are of One Heart and One Mind, They Have the Strength to Break Metal","5/25/2023 23:55","[""one china principle""]","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","China","Working Together for a China-Central Asia Community with a Shared Future Featuring Mutual Assistance, Common Development, Universal Security, and Everlasting Friendship","5/19/2023 12:23","[""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","China","Written Remarks by H.E. Qin Gang<br>State Councilor and Minister of Foreign Affairs of<br> The People’s Republic of China<br> On UN Commemoration of the 75th Anniversary of the Nakba","5/16/2023 14:50","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","China","Providing New Opportunities to the World<br>Through Chinese Modernization","5/16/2023 9:03","[""Taiwan"", ""Ukraine"", ""Common Prosperity"", ""Taiwan independence"", ""great rejuvenation of the Chinese nation""]","11","3","4","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","China","Chinese Modernization: New Opportunities for the World","4/21/2023 12:49","[""Taiwan"", ""Ukraine"", ""Common Prosperity"", ""Taiwan independence""]","15","3","9","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","China","Following the Vision of a Community with a Shared Future for Mankind and Bringing More Certainty to World Peace and Development","3/30/2023 23:55","[""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","China","Forging Ahead on the New Journey toward a Community with a Shared Future for Mankind","3/27/2023 23:00","[""Ukraine""]","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","China","Congratulatory Letter by State Councilor and Foreign Minister Qin Gang To the Reception Marking the 78th Anniversary Of the League of Arab States and the 30th Anniversary of the Mission of the League of Arab States in Beijing","3/22/2023 22:11","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","China","Forging Ahead to Open a New Chapter of China-Russia Friendship, Cooperation and Common Development","3/20/2023 6:21","[""Ukraine"", ""Common Prosperity""]","5","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","China","Foreign Minister Qin Gang Meets the Press","3/7/2023 21:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
